"전라북도","45~49세",79810,14943,81010,15370,81322,16034,80164,16132
"전라북도","50~54세",80771,16515,79011,16594,78173,16584,79671,17262
"전라북도","55~59세",79422,18065,83268,19362,85316,20723,86461,21031
"전라북도","60~64세",62792,15231,66757,17079,70382,18660,74739,20632
"전라북도","65~69세",55384,15642,56869,16586,56759,16979,56420,17066
"전라북도","70~74세",49949,16867,49554,16856,48145,16105,49649,16550
"전라북도","75~79세",43849,17986,44805,18308,48979,19886,48905,19796
"전라북도","80~84세",29132,14123,31361,15032,32562,15672,33910,16247
"전라북도","85세 이상",14970,8202,16437,9066,17238,9479,18931,10425
"전라남도","합계",720612,218864,727197,227225,733757,232022,737406,235062
"전라남도","15세미만",5,X,X,X,X,X,X,X
"전라남도","15~19세",2019,1672,2285,1947,2020,1753,2314,2095
"전라남도","20~24세",11606,8291,12631,9467,12474,9204,12381,9021
"전라남도","25~29세",19737,10656,20113,11511,20398,11627,21345,12292
"전라남도","30~34세",38939,12644,37160,12193,34491,11641,31946,11108
"전라남도","35~39세",51001,11493,51211,11643,52332,11980,52143,11953
"전라남도","40~44세",65978,13279,62320,12495,60519,12440,57588,11647
"전라남도","45~49세",76948,15171,76553,15556,76271,16074,74430,15839
"전라남도","50~54세",79498,17327,78984,17852,79525,18076,80228,18054
"전라남도","55~59세",80288,18961,84678,20922,85833,21942,87139,22226
"전라남도","60~64세",63762,16169,66244,17794,69739,19129,75083,20995
"전라남도","65~69세",59673,17403,61537,18457,61509,18729,60584,18940
"전라남도","70~74세",60889,21952,57840,21046,55522,19852,55878,19731
"전라남도","75~79세",55809,24212,58036,25036,61758,26414,61336,26188
"전라남도","80~84세",35044,18189,36920,19046,38992,19980,40999,20779
"전라남도","85세 이상",19416,11441,20682,12259,22374,13181,24012,14194
"경상북도","합계",1062724,322569,1076581,336547,1087807,346998,1094534,353702
"경상북도","15세미만",X,X,6,X,X,X,X,X
"경상북도","15~19세",3422,3151,3928,3664,4988,4738,3908,3685
"경상북도","20~24세",26785,21838,28694,24496,28555,24389,27864,23822
"경상북도","25~29세",38981,24610,38604,25113,38371,24998,39139,25817
"경상북도","30~34세",67657,24630,63584,23695,59689,23017,55802,22483
"경상북도","35~39세",81402,19478,82728,20059,83972,20841,84000,21076
"경상북도","40~44세",100691,21023,95743,20143,92571,19922,89093,19505
"경상북도","45~49세",114335,22592,114378,23192,114491,23913,111592,23850
"경상북도","50~54세",123079,25696,119446,26112,116825,26011,118311,26600
"경상북도","55~59세",124264,28218,130851,30630,133586,32583,135134,33461
"경상북도","60~64세",99307,24153,107434,27663,112232,29617,117383,31907
"경상북도","65~69세",79032,22026,84618,24568,88915,26431,91105,27637
"경상북도","70~74세",74093,25070,70226,23873,68579,23309,69991,23687
"경상북도","75~79세",66861,27513,68160,28086,72678,29856,74081,30155
"경상북도","80~84세",41498,20351,45155,22068,47427,23074,49999,24380
"경상북도","85세 이상",21314,12217,23026,13181,24927,14298,27129,15634
"경상남도","합계",1258487,346754,1273523,358430,1292998,370293,1306394,379719
"경상남도","15세미만",X,X,5,X,6,X,X,X
"경상남도","15~19세",2775,2462,2720,2390,2635,2346,2295,2067
"경상남도","20~24세",20065,15076,19812,15218,19704,15194,19349,14893
"경상남도","25~29세",41275,24195,40208,24088,40694,24356,42029,25694
"경상남도","30~34세",90089,29008,83742,27830,77559,26820,71393,25478
"경상남도","35~39세",116825,25385,119028,26182,121454,26985,120710,27186
"경상남도","40~44세",142790,27116,135527,26065,131781,26027,126360,25064
"경상남도","45~49세",156763,28584,158414,29738,159393,30980,157868,31299
"경상남도","50~54세",156368,30764,153367,31035,152130,31184,154707,32295
"경상남도","55~59세",150004,32836,159500,35849,165202,38337,167115,39080
"경상남도","60~64세",109689,27086,119906,31097,128078,34051,138587,37895
"경상남도","65~69세",82625,23688,87913,26250,92991,28118,95252,29230
"경상남도","70~74세",71621,24818,69642,24318,70225,24313,73830,25274
"경상남도","75~79세",61295,25862,63540,26796,66792,27902,68620,28543
"경상남도","80~84세",37600,19050,40079,19936,42410,20948,44374,21855
"경상남도","85세 이상",18701,10823,20120,11635,21944,12729,23903,13865
"제주특별자치도","합계",220369,58446,229337,62841,240215,68738,248998,73250
"제주특별자치도","15세미만",X,X,X,X,X,X,X,X
"제주특별자치도","15~19세",642,549,635,551,749,672,730,646
"제주특별자치도","20~24세",4058,2826,3959,2825,4335,3055,4481,3213
"제주특별자치도","25~29세",7268,3916,7619,4240,8452,4844,9671,5783
"제주특별자치도","30~34세",15250,4837,14952,4959,14690,5227,14396,5404
"제주특별자치도","35~39세",20786,4835,21785,5181,23309,5811,24364,6121
"제주특별자치도","40~44세",27831,5733,27176,5731,27183,6100,26812,6216
"제주특별자치도","45~49세",29502,6135,30841,6762,32493,7531,32997,7904
"제주특별자치도","50~54세",27760,6019,29078,6605,29881,7118,30840,7619
"제주특별자치도","55~59세",25202,5754,26857,6464,28528,7280,29891,7772
"제주특별자치도","60~64세",17539,4120,19843,5132,21783,5824,24004,6550
"제주특별자치도","65~69세",14099,3344,14551,3656,15011,3996,15067,4209
"제주특별자치도","70~74세",12065,3081,12342,3221,12627,3289,13445,3549
"제주특별자치도","75~79세",9324,2986,9963,3083,10636,3351,10897,3348
"제주특별자치도","80~84세",5920,2496,6403,2570,6823,2605,7150,2662
"제주특별자치도","85세 이상",3121,1813,3331,1860,3715,2035,4252,2254
